delinquency_score,recent_delinquency,payment_ratio,avg_payment,current_utilisation,max_utilisation,LIMIT_BAL,actual_default,predicted_default,predicted_pd,risk_segment,cli_decision,limit_change_pct,recommended_limit,upper_guardrail,lower_guardrail,guardrail_limit,final_recommended_limit,reason_codes
2,2,0.014528427336643607,171.16666666666666,0.5894833333333334,0.5894833333333334,60000.0,1,1,0.87123185,High Risk,Decrease,-0.2,48000.0,75000.0,48000.0,48000.0,48000.0,"['recent_delinquency', 'delinquency_score', 'avg_payment']"
0,0,0.032150730245456775,2204.6666666666665,0.303675,0.303675,280000.0,0,0,0.10318634,Medium Risk,Maintain,0.0,280000.0,350000.0,224000.0,280000.0,280000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,0.32730779533886956,10182.0,0.044412903225806453,0.16768709677419355,310000.0,0,0,0.20602499,Medium Risk,Maintain,0.0,310000.0,387500.0,248000.0,310000.0,310000.0,"['delinquency_score', 'avg_payment', 'recent_delinquency']"
0,0,0.9847510329258422,3853.1666666666665,0.0686,0.1962,50000.0,0,0,0.35462326,High Risk,Decrease,-0.2,40000.0,62500.0,40000.0,40000.0,40000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.7429733846499468,50159.0,0.17078947368421052,0.7492868421052632,380000.0,0,0,0.06397866,Low Risk,Increase,0.2,456000.0,475000.0,304000.0,456000.0,456000.0,"['avg_payment', 'delinquency_score', 'current_utilisation']"
2,0,0.03232448416916036,2747.3333333333335,0.97582,0.99964,100000.0,0,0,0.4767513,High Risk,Decrease,-0.2,80000.0,125000.0,80000.0,80000.0,80000.0,"['recent_delinquency', 'delinquency_score', 'max_utilisation']"
0,0,0.04344458643000852,4833.333333333333,0.8483739130434783,0.8483739130434783,230000.0,0,0,0.17259708,Medium Risk,Maintain,0.0,230000.0,287500.0,184000.0,230000.0,230000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
10,2,0.042493630804914084,8470.333333333334,0.8396173913043479,0.8826869565217391,230000.0,1,1,0.9966899,High Risk,Decrease,-0.2,184000.0,287500.0,184000.0,184000.0,184000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,0.9300834431269214,3529.6666666666665,0.08166666666666667,0.15883333333333333,30000.0,1,0,0.26630405,Medium Risk,Maintain,0.0,30000.0,37500.0,24000.0,30000.0,30000.0,"['delinquency_score', 'LIMIT_BAL', 'recent_delinquency']"
0,0,0.29122531711782396,6681.0,0.2680666666666667,0.2680666666666667,180000.0,0,0,0.13330284,Medium Risk,Maintain,0.0,180000.0,225000.0,144000.0,180000.0,180000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,1.349975576522611,8751.666666666666,0.0535625,0.163775,80000.0,0,0,0.32329902,High Risk,Decrease,-0.2,64000.0,100000.0,64000.0,64000.0,64000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,0.7267577444401755,13556.333333333334,0.05718918918918919,0.08311081081081081,370000.0,0,0,0.09509513,Low Risk,Increase,0.2,444000.0,462500.0,296000.0,444000.0,444000.0,"['avg_payment', 'delinquency_score', 'LIMIT_BAL']"
6,2,0.025058949624866024,389.6666666666667,1.0287,1.05205,20000.0,1,1,0.8476912,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['recent_delinquency', 'delinquency_score', 'LIMIT_BAL']"
0,0,0.03398595357031279,5022.166666666667,0.918265,0.918265,200000.0,0,0,0.25509748,Medium Risk,Maintain,0.0,200000.0,250000.0,160000.0,200000.0,200000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,0.6244391296986116,19669.0,0.028434,0.074832,500000.0,0,0,0.08090258,Low Risk,Increase,0.2,600000.0,625000.0,400000.0,600000.0,600000.0,"['avg_payment', 'delinquency_score', 'recent_delinquency']"
0,0,0.8701731741421963,1348.3333333333333,0.006035,0.02795,200000.0,1,0,0.3634193,High Risk,Decrease,-0.2,160000.0,250000.0,160000.0,160000.0,160000.0,"['delinquency_score', 'current_utilisation', 'recent_delinquency']"
2,0,0.7618599880331652,2971.0,0.06991428571428572,0.06991428571428572,210000.0,1,0,0.36897576,High Risk,Decrease,-0.2,168000.0,262500.0,168000.0,168000.0,168000.0,"['recent_delinquency', 'delinquency_score', 'LIMIT_BAL']"
0,0,0.049006889792153126,1133.3333333333333,0.48886,0.48886,50000.0,0,0,0.281397,Medium Risk,Maintain,0.0,50000.0,62500.0,40000.0,50000.0,50000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
5,1,1.0,500.0,0.0736,0.0736,20000.0,1,1,0.6979158,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['delinquency_score', 'LIMIT_BAL', 'avg_payment']"
8,0,0.056098151956849515,8141.833333333333,0.7832294117647058,0.9270647058823529,170000.0,0,1,0.69899195,High Risk,Decrease,-0.2,136000.0,212500.0,136000.0,136000.0,136000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,0.036410651079414096,15423.333333333334,0.9778043478260869,0.9864565217391305,460000.0,0,0,0.42143744,High Risk,Decrease,-0.2,368000.0,575000.0,368000.0,368000.0,368000.0,"['delinquency_score', 'recent_delinquency', 'max_utilisation']"
0,0,3.9003756647314245,13324.333333333334,0.009023076923076924,0.020076923076923076,650000.0,0,0,0.19306137,Medium Risk,Maintain,0.0,650000.0,812500.0,520000.0,650000.0,650000.0,"['LIMIT_BAL', 'delinquency_score', 'avg_payment']"
6,1,0.14653607262302915,511.1666666666667,0.31245,0.31245,20000.0,0,1,0.80108815,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['delinquency_score', 'LIMIT_BAL', 'avg_payment']"
0,0,0.24280650542118432,3881.6666666666665,0.8505,1.009,20000.0,0,0,0.32186717,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.04824109383690125,4033.3333333333335,0.44008888888888886,0.49028333333333335,180000.0,1,0,0.13222402,Medium Risk,Maintain,0.0,180000.0,225000.0,144000.0,180000.0,180000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,0.13508957324030016,19793.166666666668,0.238386,0.340402,500000.0,0,0,0.05953629,Low Risk,Increase,0.2,600000.0,625000.0,400000.0,600000.0,600000.0,"['avg_payment', 'delinquency_score', 'LIMIT_BAL']"
0,0,0.7315073183257724,14243.666666666666,0.04477916666666667,0.12658333333333333,240000.0,0,0,0.123884,Medium Risk,Maintain,0.0,240000.0,300000.0,192000.0,240000.0,240000.0,"['avg_payment', 'delinquency_score', 'recent_delinquency']"
0,0,0.1770214221576089,690.0,0.11321764705882353,0.11321764705882353,170000.0,0,0,0.20719942,Medium Risk,Maintain,0.0,170000.0,212500.0,136000.0,170000.0,170000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,0.39468375094328,4271.333333333333,0.84805,0.99835,20000.0,0,0,0.32046908,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,1.4833160314400118,76682.0,0.030802,0.186318,500000.0,0,0,0.15774418,Medium Risk,Maintain,0.0,500000.0,625000.0,400000.0,500000.0,500000.0,"['avg_payment', 'delinquency_score', 'recent_delinquency']"
1,1,0.5623977677282787,1948.3333333333333,0.0,0.027552380952380953,210000.0,0,0,0.36723578,High Risk,Decrease,-0.2,168000.0,262500.0,168000.0,168000.0,168000.0,"['delinquency_score', 'LIMIT_BAL', 'max_utilisation']"
2,0,0.03127735541195814,2495.1666666666665,0.5638416666666667,0.5638416666666667,240000.0,0,0,0.37207335,High Risk,Decrease,-0.2,192000.0,300000.0,192000.0,192000.0,192000.0,"['recent_delinquency', 'delinquency_score', 'LIMIT_BAL']"
0,0,0.5498237049091402,10136.0,0.1134,0.1134,260000.0,0,0,0.123882376,Medium Risk,Maintain,0.0,260000.0,325000.0,208000.0,260000.0,260000.0,"['delinquency_score', 'current_utilisation', 'recent_delinquency']"
0,0,0.25980330819389097,68517.66666666667,0.57319,0.8,500000.0,0,0,0.12215034,Medium Risk,Maintain,0.0,500000.0,625000.0,400000.0,500000.0,500000.0,"['delinquency_score', 'avg_payment', 'recent_delinquency']"
0,0,1.1374391991916724,8067.666666666667,0.001392857142857143,0.054375,280000.0,1,0,0.20944434,Medium Risk,Maintain,0.0,280000.0,350000.0,224000.0,280000.0,280000.0,"['delinquency_score', 'avg_payment', 'current_utilisation']"
0,0,0.3594658202263956,26500.0,0.176968,0.409244,250000.0,0,0,0.093502976,Low Risk,Increase,0.2,300000.0,312500.0,200000.0,300000.0,300000.0,"['delinquency_score', 'avg_payment', 'current_utilisation']"
0,0,0.0348231126730609,1664.6666666666667,0.74269,0.74269,100000.0,0,0,0.21659781,Medium Risk,Maintain,0.0,100000.0,125000.0,80000.0,100000.0,100000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
5,1,0.1197422588151065,5129.0,0.4648,0.7593285714285715,70000.0,0,1,0.6438464,High Risk,Decrease,-0.2,56000.0,87500.0,56000.0,56000.0,56000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
3,1,0.07006899621633653,2623.5,1.0327666666666666,1.0327666666666666,60000.0,0,1,0.6333668,High Risk,Decrease,-0.2,48000.0,75000.0,48000.0,48000.0,48000.0,"['max_utilisation', 'recent_delinquency', 'LIMIT_BAL']"
1,1,6.887966804979254,276.6666666666667,0.0,0.0017214285714285715,140000.0,0,0,0.45966578,High Risk,Decrease,-0.2,112000.0,175000.0,112000.0,112000.0,112000.0,"['delinquency_score', 'max_utilisation', 'recent_delinquency']"
0,0,0.19733462383203662,883.5,0.09284,0.09284,200000.0,0,0,0.18670933,Medium Risk,Maintain,0.0,200000.0,250000.0,160000.0,200000.0,200000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,1.0,0.0,0.0,0.0,300000.0,0,1,0.61433434,High Risk,Decrease,-0.2,240000.0,375000.0,240000.0,240000.0,240000.0,"['avg_payment', 'delinquency_score', 'recent_delinquency']"
0,0,0.35792462254313484,6807.666666666667,0.94015,0.98995,20000.0,1,0,0.2586731,Medium Risk,Maintain,0.0,20000.0,25000.0,16000.0,20000.0,20000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
7,1,0.0668293460533899,1816.6666666666667,0.34582857142857143,0.4553285714285714,70000.0,0,1,0.8001081,High Risk,Decrease,-0.2,56000.0,87500.0,56000.0,56000.0,56000.0,"['delinquency_score', 'max_utilisation', 'recent_delinquency']"
0,0,0.971301247771836,908.1666666666666,0.00201,0.01576,300000.0,0,0,0.39733875,High Risk,Decrease,-0.2,240000.0,375000.0,240000.0,240000.0,240000.0,"['delinquency_score', 'current_utilisation', 'LIMIT_BAL']"
2,0,0.11851828459546516,6880.5,0.9808285714285714,0.9808285714285714,70000.0,0,0,0.4263296,High Risk,Decrease,-0.2,56000.0,87500.0,56000.0,56000.0,56000.0,"['recent_delinquency', 'avg_payment', 'delinquency_score']"
0,0,0.04096238844975475,5517.333333333333,0.3468085106382979,0.3468085106382979,470000.0,0,0,0.12310111,Medium Risk,Maintain,0.0,470000.0,587500.0,376000.0,470000.0,470000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,0.06178159588040319,10000.0,0.8452,0.8569095238095238,210000.0,0,0,0.16229847,Medium Risk,Maintain,0.0,210000.0,262500.0,168000.0,210000.0,210000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,0.035595594495866405,1296.0,1.02072,1.02072,50000.0,0,0,0.32405835,High Risk,Decrease,-0.2,40000.0,62500.0,40000.0,40000.0,40000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,1.0227201504230647,1087.8333333333333,0.0053071428571428575,0.017035714285714286,140000.0,0,0,0.4339571,High Risk,Decrease,-0.2,112000.0,175000.0,112000.0,112000.0,112000.0,"['delinquency_score', 'current_utilisation', 'avg_payment']"
12,2,0.03252761060776404,4918.5,0.92083125,0.99635,160000.0,1,1,0.99907935,High Risk,Decrease,-0.2,128000.0,200000.0,128000.0,128000.0,128000.0,"['delinquency_score', 'recent_delinquency', 'payment_ratio']"
0,0,0.43112080639055933,18412.666666666668,0.32795454545454544,0.8794181818181818,110000.0,0,0,0.12873133,Medium Risk,Maintain,0.0,110000.0,137500.0,88000.0,110000.0,110000.0,"['delinquency_score', 'avg_payment', 'recent_delinquency']"
0,0,0.7863777089783281,1270.0,0.0138,0.0508,150000.0,0,0,0.30294058,High Risk,Decrease,-0.2,120000.0,187500.0,120000.0,120000.0,120000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,0.012989543417548871,166.66666666666666,0.51713,0.51713,100000.0,0,0,0.28780028,Medium Risk,Maintain,0.0,100000.0,125000.0,80000.0,100000.0,100000.0,"['delinquency_score', 'avg_payment', 'recent_delinquency']"
0,0,0.03799946812047072,1905.1666666666667,0.716425,0.7311125,80000.0,0,0,0.25242326,Medium Risk,Maintain,0.0,80000.0,100000.0,64000.0,80000.0,80000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,0.04038825757575757,1137.3333333333333,0.9411333333333334,0.9812333333333333,30000.0,0,0,0.3617997,High Risk,Decrease,-0.2,24000.0,37500.0,24000.0,24000.0,24000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.08442352241951062,2083.3333333333335,0.6992,0.9866,30000.0,0,0,0.34945738,High Risk,Decrease,-0.2,24000.0,37500.0,24000.0,24000.0,24000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.6220648797052236,1435.0,0.037853333333333336,0.037853333333333336,150000.0,0,0,0.26917198,Medium Risk,Maintain,0.0,150000.0,187500.0,120000.0,150000.0,150000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
10,1,0.02554490930368637,232.83333333333334,0.9526,0.9526,10000.0,1,1,0.9935883,High Risk,Decrease,-0.2,8000.0,12500.0,8000.0,8000.0,10000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.08003587287004835,1219.6666666666667,0.6753,0.88115,20000.0,0,0,0.39187896,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['delinquency_score', 'LIMIT_BAL', 'recent_delinquency']"
0,0,0.0373091612720218,4910.333333333333,0.9831928571428571,0.9831928571428571,140000.0,0,0,0.2999723,Medium Risk,Maintain,0.0,140000.0,175000.0,112000.0,140000.0,140000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,1.0948306656007079,10727.333333333334,0.03411481481481481,0.0546037037037037,270000.0,0,0,0.17902623,Medium Risk,Maintain,0.0,270000.0,337500.0,216000.0,270000.0,270000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,0.23827322420943295,5238.0,0.00778,0.53742,50000.0,0,0,0.31104904,High Risk,Decrease,-0.2,40000.0,62500.0,40000.0,40000.0,40000.0,"['delinquency_score', 'avg_payment', 'current_utilisation']"
2,2,0.033879464144330546,5348.833333333333,0.46624642857142856,0.9692428571428572,280000.0,1,1,0.8183884,High Risk,Decrease,-0.2,224000.0,350000.0,224000.0,224000.0,224000.0,"['recent_delinquency', 'delinquency_score', 'avg_payment']"
0,0,0.7355623100303952,2016.6666666666667,0.029375,0.05875,80000.0,0,0,0.27629974,Medium Risk,Maintain,0.0,80000.0,100000.0,64000.0,80000.0,80000.0,"['delinquency_score', 'recent_delinquency', 'max_utilisation']"
0,0,0.128088553077449,4277.666666666667,0.9238,1.00532,50000.0,0,0,0.30923137,High Risk,Decrease,-0.2,40000.0,62500.0,40000.0,40000.0,40000.0,"['delinquency_score', 'recent_delinquency', 'max_utilisation']"
2,0,0.32550475154385183,1695.5,0.3842,0.42825,20000.0,0,1,0.59263754,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['LIMIT_BAL', 'recent_delinquency', 'delinquency_score']"
0,0,0.05397422883888795,2552.3333333333335,0.89534,1.0,50000.0,0,0,0.3179207,High Risk,Decrease,-0.2,40000.0,62500.0,40000.0,40000.0,40000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
10,2,0.04172521229152667,1935.1666666666667,0.91538,0.97152,50000.0,1,1,0.99696094,High Risk,Decrease,-0.2,40000.0,62500.0,40000.0,40000.0,40000.0,"['delinquency_score', 'recent_delinquency', 'max_utilisation']"
0,0,0.28264346490947473,3681.6666666666665,0.0125,0.506975,40000.0,0,0,0.3688447,High Risk,Decrease,-0.2,32000.0,50000.0,32000.0,32000.0,32000.0,"['delinquency_score', 'current_utilisation', 'recent_delinquency']"
5,0,0.1767118263556242,2650.0,0.32995,0.95335,20000.0,0,1,0.5194279,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
18,4,0.02075126168522817,649.6666666666666,0.662,0.662,50000.0,1,1,0.99859136,High Risk,Decrease,-0.2,40000.0,62500.0,40000.0,40000.0,40000.0,"['delinquency_score', 'recent_delinquency', 'payment_ratio']"
2,0,0.9388097233864207,746.6666666666666,0.0020941176470588236,0.008658823529411764,170000.0,0,1,0.5548841,High Risk,Decrease,-0.2,136000.0,212500.0,136000.0,136000.0,136000.0,"['delinquency_score', 'current_utilisation', 'recent_delinquency']"
0,0,0.33503491729545415,31000.166666666668,0.009509677419354838,0.4907774193548387,310000.0,0,0,0.21366094,Medium Risk,Maintain,0.0,310000.0,387500.0,248000.0,310000.0,310000.0,"['delinquency_score', 'avg_payment', 'recent_delinquency']"
0,0,0.06924689324749214,3083.3333333333335,0.8475857142857143,0.8475857142857143,70000.0,0,0,0.26368842,Medium Risk,Maintain,0.0,70000.0,87500.0,56000.0,70000.0,70000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
1,1,1.0129755234444118,572.5,0.0,0.008511764705882352,340000.0,1,1,0.53855205,High Risk,Decrease,-0.2,272000.0,425000.0,272000.0,272000.0,272000.0,"['avg_payment', 'delinquency_score', 'payment_ratio']"
0,0,0.282785038305543,836.6666666666666,0.037193333333333335,0.037193333333333335,300000.0,0,0,0.24935158,Medium Risk,Maintain,0.0,300000.0,375000.0,240000.0,300000.0,300000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.0412346640444025,5206.666666666667,0.6260727272727272,0.6260727272727272,220000.0,0,0,0.111624725,Medium Risk,Maintain,0.0,220000.0,275000.0,176000.0,220000.0,220000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,0.7669215058090081,25095.333333333332,0.2578666666666667,0.45205416666666665,240000.0,0,0,0.08353724,Low Risk,Increase,0.2,288000.0,300000.0,192000.0,288000.0,288000.0,"['avg_payment', 'delinquency_score', 'recent_delinquency']"
0,0,0.0922160874742882,709.8333333333334,0.793,0.9795,10000.0,0,1,0.547114,High Risk,Decrease,-0.2,8000.0,12500.0,8000.0,8000.0,10000.0,"['LIMIT_BAL', 'delinquency_score', 'max_utilisation']"
1,1,1.0,0.0,0.0,0.0,220000.0,0,1,0.6218169,High Risk,Decrease,-0.2,176000.0,275000.0,176000.0,176000.0,176000.0,"['avg_payment', 'delinquency_score', 'LIMIT_BAL']"
0,0,0.044308977656837945,1389.5,0.97072,0.97072,50000.0,0,0,0.3431764,High Risk,Decrease,-0.2,40000.0,62500.0,40000.0,40000.0,40000.0,"['delinquency_score', 'recent_delinquency', 'payment_ratio']"
20,3,0.07951653944020357,1500.0,0.7778,1.06325,20000.0,1,1,0.997841,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.12481355932203388,613.6666666666666,0.05719,0.06633,100000.0,0,0,0.33016333,High Risk,Decrease,-0.2,80000.0,125000.0,80000.0,80000.0,80000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,0.03774573665569109,10300.0,0.9798275862068966,1.0183896551724139,290000.0,0,0,0.3236005,High Risk,Decrease,-0.2,232000.0,362500.0,232000.0,232000.0,232000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,0.034904812226936484,4057.1666666666665,0.9928642857142858,1.0103785714285713,140000.0,0,0,0.3853377,High Risk,Decrease,-0.2,112000.0,175000.0,112000.0,112000.0,112000.0,"['delinquency_score', 'recent_delinquency', 'max_utilisation']"
8,2,0.04442480222742741,837.6666666666666,0.8748,1.01595,20000.0,1,1,0.98598635,High Risk,Decrease,-0.2,16000.0,25000.0,16000.0,16000.0,16000.0,"['delinquency_score', 'recent_delinquency', 'payment_ratio']"
0,0,6.460269033421163,7764.166666666667,0.004119444444444445,0.026072222222222222,360000.0,0,0,0.28777048,Medium Risk,Maintain,0.0,360000.0,450000.0,288000.0,360000.0,360000.0,"['delinquency_score', 'LIMIT_BAL', 'recent_delinquency']"
0,0,0.8211295034079844,2811.0,0.01969,0.04278,200000.0,0,0,0.25760713,Medium Risk,Maintain,0.0,200000.0,250000.0,160000.0,200000.0,200000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,1.81715701455559,4889.666666666667,0.018514814814814814,0.020696296296296296,270000.0,0,0,0.24506313,Medium Risk,Maintain,0.0,270000.0,337500.0,216000.0,270000.0,270000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.9402855467340311,13896.166666666666,0.0507,0.192045,200000.0,0,0,0.11792069,Medium Risk,Maintain,0.0,200000.0,250000.0,160000.0,200000.0,200000.0,"['avg_payment', 'delinquency_score', 'recent_delinquency']"
0,0,2.7926395939086297,1833.8333333333333,0.0008263157894736842,0.017336842105263157,190000.0,0,0,0.38644418,High Risk,Decrease,-0.2,152000.0,237500.0,152000.0,152000.0,152000.0,"['delinquency_score', 'payment_ratio', 'recent_delinquency']"
6,0,0.553133514986376,676.6666666666666,0.00078,0.00656,500000.0,0,1,0.6951905,High Risk,Decrease,-0.2,400000.0,625000.0,400000.0,400000.0,400000.0,"['delinquency_score', 'current_utilisation', 'recent_delinquency']"
0,0,0.4681962792069612,3703.6666666666665,0.085075,0.085075,360000.0,0,0,0.12812811,Medium Risk,Maintain,0.0,360000.0,450000.0,288000.0,360000.0,360000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,0.036617730350966146,4730.333333333333,0.5843041666666666,0.5843041666666666,240000.0,0,0,0.15272452,Medium Risk,Maintain,0.0,240000.0,300000.0,192000.0,240000.0,240000.0,"['delinquency_score', 'recent_delinquency', 'max_utilisation']"
4,0,0.27696518289678584,12835.166666666666,0.17608055555555555,0.17608055555555555,360000.0,0,0,0.2566703,Medium Risk,Maintain,0.0,360000.0,450000.0,288000.0,360000.0,360000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.32432432432432434,480.0,0.02857142857142857,0.02857142857142857,210000.0,0,0,0.35355872,High Risk,Decrease,-0.2,168000.0,262500.0,168000.0,168000.0,168000.0,"['delinquency_score', 'avg_payment', 'recent_delinquency']"
0,0,0.25313611917480366,37089.166666666664,0.06280909090909091,0.5983060606060606,330000.0,0,0,0.10085177,Medium Risk,Maintain,0.0,330000.0,412500.0,264000.0,330000.0,330000.0,"['delinquency_score', 'avg_payment', 'recent_delinquency']"
2,0,0.05253688840487197,4759.833333333333,1.0161923076923076,1.0161923076923076,130000.0,0,0,0.43469214,High Risk,Decrease,-0.2,104000.0,162500.0,104000.0,104000.0,104000.0,"['recent_delinquency', 'delinquency_score', 'avg_payment']"
0,0,0.053917506215490296,900.0,0.74518,0.74518,50000.0,0,0,0.3300936,High Risk,Decrease,-0.2,40000.0,62500.0,40000.0,40000.0,40000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
0,0,0.04851150164633076,1426.6666666666667,0.9702666666666667,1.0217,30000.0,1,0,0.33885106,High Risk,Decrease,-0.2,24000.0,37500.0,24000.0,24000.0,24000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
4,2,0.16076790548855527,1088.6666666666667,0.3413,0.8714,10000.0,0,1,0.85398024,High Risk,Decrease,-0.2,8000.0,12500.0,8000.0,8000.0,10000.0,"['recent_delinquency', 'delinquency_score', 'LIMIT_BAL']"
0,0,0.4506580756328708,16389.833333333332,0.49487,0.49487,200000.0,0,0,0.11019533,Medium Risk,Maintain,0.0,200000.0,250000.0,160000.0,200000.0,200000.0,"['delinquency_score', 'avg_payment', 'recent_delinquency']"
0,0,0.3255895896601312,24641.0,0.029746666666666668,0.39165666666666665,300000.0,0,0,0.13751785,Medium Risk,Maintain,0.0,300000.0,375000.0,240000.0,300000.0,300000.0,"['avg_payment', 'delinquency_score', 'recent_delinquency']"
13,4,0.0006332119677061897,8.0,0.5315666666666666,0.5315666666666666,30000.0,1,1,0.9992772,High Risk,Decrease,-0.2,24000.0,37500.0,24000.0,24000.0,24000.0,"['delinquency_score', 'recent_delinquency', 'payment_ratio']"
0,0,0.0705371197084023,4921.833333333333,0.15336808510638297,0.15336808510638297,470000.0,0,0,0.094937146,Low Risk,Increase,0.2,564000.0,587500.0,376000.0,564000.0,564000.0,"['delinquency_score', 'current_utilisation', 'recent_delinquency']"
0,0,0.059120167704113644,14115.166666666666,0.9902153846153846,1.0173846153846153,260000.0,0,0,0.23231103,Medium Risk,Maintain,0.0,260000.0,325000.0,208000.0,260000.0,260000.0,"['delinquency_score', 'recent_delinquency', 'avg_payment']"
0,0,0.7920883164673412,5740.0,0.00097,0.047452,500000.0,0,0,0.34643537,High Risk,Decrease,-0.2,400000.0,625000.0,400000.0,400000.0,400000.0,"['delinquency_score', 'current_utilisation', 'recent_delinquency']"
0,0,0.09167017445395445,653.3333333333334,0.186925,0.186925,120000.0,0,0,0.19077717,Medium Risk,Maintain,0.0,120000.0,150000.0,96000.0,120000.0,120000.0,"['delinquency_score', 'recent_delinquency', 'payment_ratio']"
0,0,1.0409798088177915,14229.5,0.06421,0.1415,200000.0,1,0,0.11586494,Medium Risk,Maintain,0.0,200000.0,250000.0,160000.0,200000.0,200000.0,"['avg_payment', 'delinquency_score', 'recent_delinquency']"
11,0,0.2816066399881429,316.6666666666667,0.007935,0.007935,200000.0,0,0,0.32375214,High Risk,Decrease,-0.2,160000.0,250000.0,160000.0,160000.0,160000.0,"['delinquency_score', 'recent_delinquency', 'max_utilisation']"
0,0,0.4356068526185199,15625.0,0.09647096774193549,0.19331290322580647,310000.0,0,0,0.09045172,Low Risk,Increase,0.2,372000.0,387500.0,248000.0,372000.0,372000.0,"['avg_payment', 'delinquency_score', 'current_utilisation']"
0,0,1.0283028403921965,8477.5,0.0008333333333333334,0.32610833333333333,120000.0,0,0,0.294768,Medium Risk,Maintain,0.0,120000.0,150000.0,96000.0,120000.0,120000.0,"['delinquency_score', 'recent_delinquency', 'current_utilisation']"
0,0,0.04095277130199373,2614.5,1.1100555555555556,1.1100555555555556,90000.0,0,0,0.34401333,High Risk,Decrease,-0.2,72000.0,112500.0,72000.0,72000.0,72000.0,"['delinquency_score', 'max_utilisation', 'recent_delinquency']"
1,1,0.43765525233344615,12714.833333333334,0.005634,0.094806,500000.0,0,0,0.26055086,Medium Risk,Maintain,0.0,500000.0,625000.0,400000.0,500000.0,500000.0,"['avg_payment', 'LIMIT_BAL', 'delinquency_score']"
0,0,0.090862494757933,1300.0,0.39653333333333335,0.5391666666666667,30000.0,0,0,0.2896601,Medium Risk,Maintain,0.0,30000.0,37500.0,24000.0,30000.0,30000.0,"['delinquency_score', 'recent_delinquency', 'LIMIT_BAL']"
